time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2015-07-08 24:00:00,321947.113228,    0.000000,    0.000000,    0.000000, 1766.880130, 1766.880000,    0.000130,  -78.300258,   18.281206,    0.000000,    0.000000,    9.299499,119870.056679,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   25.181616,   12.039321,   25.181616,   90.002002,  -18.400870,   -1.891708,  -32.610559,   89.807205,    0.000000,    0.025207,    0.594418,    0.617023,   18.159721,    0.085997,    0.001300,    0.001320,    0.000000
2015-07-09 24:00:00,321739.288767,    0.000000,    0.000000,    0.000000, 3456.000259, 3456.000000,    0.000000, -212.921430,    6.093148,    0.000000,    0.000000,    9.297774,119832.626130,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.215441,   11.923468,   26.215441,  252.450312,  -50.075122,    2.924014,  -82.856094,  242.037221,    0.000000,    0.023558,    0.558331,    0.598000,   20.981815,    0.085997,    0.001300,    0.001320,    0.000000
2015-07-10 24:00:00,321533.894285,    0.000000,    0.000000,    0.000000, 2946.240259, 2946.240000,    0.000000, -204.346449,    0.000000,    0.000000,    0.000000,    9.296068,119795.633237,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.730500,   11.843433,   26.730500,  221.171308,  -48.029005,    2.313310,  -83.209894,  281.676557,    0.000000,    0.023706,    0.561570,    0.599732,   22.021403,    0.085997,    0.001300,    0.001320,    0.000000
2015-07-11 24:00:00,321346.153838,    0.000000,    0.000000,    0.000000, 2721.600259, 2721.600000,    0.000000, -277.961225,   91.230706,    0.000000,    0.000000,    9.294509,119761.819951,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.351006,   11.799908,   26.351006,  226.948389,  -65.350348,   -9.973963,  -90.388058,  193.017455,    0.000000,    0.009873,    0.243917,    0.395254,  102.026909,    0.085997,    0.001300,    0.001320,    0.000000
2015-07-12 24:00:00,321248.955430,    0.000000,    0.000000,    0.000000, 2479.680259, 2479.680000,    0.000000, -133.174246,   36.520317,    0.000000,    0.000000,    9.293702,119744.313880,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.492286,   11.771335,   26.492286,  194.381344,  -31.306076,   -5.069124, -103.113147,   62.142164,    0.000000,    0.016115,    0.390876,    0.500351,   45.936947,    0.063318,    0.001300,    0.001320,    0.000000
2015-07-13 24:00:00,322582.598375,    0.000000,    0.000000,    0.000000, 5590.080259, 5590.080000,    0.000000, -119.040637, 1430.747753,    0.000000,    0.000000,    9.304648,119982.485686,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   27.491479,   11.765051,   27.491479,  229.346686,  -27.918864,   -5.800262,  -83.988612,   96.057991,    0.000000,    0.002640,    0.067260,    0.207555,  726.887901,    0.052306,    0.001300,    0.001320,    0.000000
2015-07-14 24:00:00,322681.445618,    0.000000,    0.000000,    0.000000, 6281.280259, 6281.280000,  575.189318, -260.788318,  913.490814,    0.000000,    0.000000,    9.305447,119999.940545,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   27.001128,   11.777508,   27.001128,  226.191877,  -61.151699,  -11.417108,  -96.278797,  257.455826,    0.000000,    0.025513,    0.601116,    0.620490,   23.202385,    0.065550,    0.001300,    0.001320,    0.000000
2015-07-15 24:00:00,321789.239915,    0.000000,    0.000000,    0.000000, 5158.080259, 5158.080000,  674.036561, -308.507139,   91.358554,    0.000000,    0.000000,    9.298188,119841.622660,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.110341,   11.798325,   26.110341,  175.366696,  -72.451371,   -9.787811,  -91.063326,  128.953281,    0.000000,    0.046177,    1.030085,    0.812254,    8.180868,    0.078986,    0.001300,    0.001320,    0.000000
2015-07-16 24:00:00,321499.971958,    0.000000,    0.000000,    0.000000, 4233.600259, 4233.600000,    0.000000, -287.796637,    0.000000,    0.000000,    0.000000,    9.295786,119789.523603,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.216097,   11.826308,   26.216097,  213.899295,  -67.664756,   -9.706398,  -90.824601,  277.968608,    0.000000,    0.024004,    0.568119,    0.603219,   23.155205,    0.075021,    0.001300,    0.001320,    0.000000
2015-07-17 24:00:00,321352.149390,    0.000000,    0.000000,    0.000000, 3723.840259, 3723.840000,    0.000000, -147.021526,    0.000000,    0.000000,    0.000000,    9.294559,119762.899789,    0.000000,    0.000000,    0.000000,    0.000000,    0.068000,   26.182633,   11.857773,   26.182633,  189.221852,  -34.573317,   -5.012974,  -91.632743,  225.274910,    0.000000,    0.024752,    0.584472,    0.611839,   23.336724,    0.078986,    0.001300,    0.001320,    0.000000
